id,way,sender,sendId,senderName,portrait,time,content,mediaType,isDelete
24,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:13:10,"{'title': '<msg><voicemsg endflag=""1"" length=""6799"" voicelength=""4143"" clientmsgid=""41643438656534343062336236313400061313041420b7ac9e967d5102"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""507691587543761449"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\23.amr', 'attType': 'amr'}",音频,否
25,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:13:30,"{'title': '<msg><voicemsg voicelength=""6940"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\24.amr', 'attType': 'amr'}",音频,否
26,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:13:31,"{'title': '<msg><voicemsg endflag=""1"" length=""26745"" voicelength=""15562"" clientmsgid=""41643438656534343062336236313400161313041420b7ac9e990cf106"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1946860052417085983"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\25.amr', 'attType': 'amr'}",音频,否
27,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:13:56,[捂脸],文本,否
28,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:14:34,"{'title': '<msg><voicemsg endflag=""1"" length=""45750"" voicelength=""26994"" clientmsgid=""41643438656534343062336236313400071314041420b7ac9e95744104"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""3245658497916600896"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\27.amr', 'attType': 'amr'}",音频,否
29,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:14:49,"{'title': '<msg><voicemsg endflag=""1"" length=""18788"" voicelength=""11145"" clientmsgid=""41643438656534343062336236313400371314041420b7ac9e9cdc3101"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1373010739001885225"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\28.amr', 'attType': 'amr'}",音频,否
30,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:15:25,"{'title': '<msg><voicemsg voicelength=""4060"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\29.amr', 'attType': 'amr'}",音频,否
31,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:16:15,"{'title': '<msg><voicemsg endflag=""1"" length=""5210"" voicelength=""3212"" clientmsgid=""41643438656534343062336236313400121316041420b7ac9e93e4d106"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""435323651721593368"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\30.amr', 'attType': 'amr'}",音频,否
32,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:16:25,"{'title': '<msg><voicemsg voicelength=""4120"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\31.amr', 'attType': 'amr'}",音频,否
33,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:16:31,"{'title': '<msg><voicemsg voicelength=""4840"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\32.amr', 'attType': 'amr'}",音频,否
34,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:16:32,"{'title': '<msg><voicemsg endflag=""1"" length=""16863"" voicelength=""10283"" clientmsgid=""41643438656534343062336236313400211316041420b7ac9e96468103"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1228714603854430800"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\33.amr', 'attType': 'amr'}",音频,否
35,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:16:56,"{'title': '<msg><voicemsg endflag=""1"" length=""21172"" voicelength=""12535"" clientmsgid=""41643438656534343062336236313400441316041420b7ac9e9bc4c105"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1513992877273973284"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\34.amr', 'attType': 'amr'}",音频,否
36,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:17:18,"{'title': '<msg><voicemsg voicelength=""6980"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\35.amr', 'attType': 'amr'}",音频,否
37,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:17:20,"{'title': '<msg><voicemsg endflag=""1"" length=""32700"" voicelength=""19806"" clientmsgid=""41643438656534343062336236313400011317041420b7ac9e9fdf7102"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""2310207387940291097"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\36.amr', 'attType': 'amr'}",音频,否
38,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:17:54,"{'title': '<msg><voicemsg voicelength=""6320"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\38.amr', 'attType': 'amr'}",音频,否
39,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:17:58,"{'title': '<msg><voicemsg endflag=""1"" length=""5403"" voicelength=""3195"" clientmsgid=""41643438656534343062336236313400551317041420b7ac9e9d09a103"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""434118570100130319"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\39.amr', 'attType': 'amr'}",音频,否
40,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:18:04,[抱拳],文本,否
41,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:23:47,"{'title': '<msg><voicemsg endflag=""1"" length=""14420"" voicelength=""8680"" clientmsgid=""41643438656534343062336236313400381323041420b7ac9e90e9c105"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1082757987297722918"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\41.amr', 'attType': 'amr'}",音频,否
42,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:23:50,"{'title': '<msg><voicemsg endflag=""1"" length=""2840"" voicelength=""1990"" clientmsgid=""41643438656534343062336236313400481323041420b7ac9e93494102"" fromusername=""wxid_v5fpfod9ohcv12"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""217872460065538555"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\42.amr', 'attType': 'amr'}",音频,否
43,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:24:07,"{'title': '<msg><voicemsg voicelength=""5020"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\43.amr', 'attType': 'amr'}",音频,否
44,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:24:17,"{'title': '<msg><voicemsg voicelength=""3520"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\b7ac9e9b5e6122a65b99ff50dbc86611\\44.amr', 'attType': 'amr'}",音频,否
45,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:26:25,好,文本,否
46,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:26:34,[抱拳],文本,否
47,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-04-14 13:26:37,我给你研究研究气囊啥的,文本,否
48,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-04-14 13:27:06,嗯 副气囊,文本,否
49,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-05-12 12:52:28,现在副气囊有了吗,文本,否
50,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-05-12 14:21:05,现在没货  这边我研究C8别的东西,文本,否
51,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2020-05-12 14:21:13,出货我给你打电话  王哥,文本,否
52,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-05-12 14:25:56,嗯,文本,否
53,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2020-05-12 14:25:56,嗯,其他,是
54,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:57:00,现在副气囊有吗,文本,否
55,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:57:20,C7的副气囊你那边能有吗,文本,否
56,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-02-26 12:57:28,没有,文本,否
57,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-02-26 12:57:40,过段时间看看,文本,否
58,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:57:44,哦,文本,否
59,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-02-26 12:57:58,现在厂里查的严格,文本,否
60,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:58:01,你看下 都可以多备点,文本,否
61,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:58:03,嗯,文本,否
62,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-02-26 12:58:12,好的 哥们,文本,否
63,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-02-26 12:58:16,[OK],文本,否
64,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 14:51:08,现在有付气囊吗,文本,否
65,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 14:51:51,没货,文本,否
66,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 14:52:03,嗯,文本,否
67,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:01:18,最近都没有啥东西,文本,否
68,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 18:01:56,嗯 都不出吗,文本,否
69,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:02:07,我只能说低于市场价格 太多的货,文本,否
70,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:02:13,你别收有钓鱼的,文本,否
71,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 18:02:31,嗯 知道,文本,否
72,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:03:44,我这有好货 就联系你了,文本,否
73,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 18:04:00,好的 谢谢,文本,否
74,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:04:10,B9  Q5L的货我到的多些,文本,否
75,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-04-27 18:04:18,都内饰件啥的,文本,否
76,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-04-27 18:05:00,主要是不做这车型,文本,否
77,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-07-01 13:38:46,C70 高配仪表台 卖的多不多,文本,否
78,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-07-01 13:39:28,现在太少了,文本,否
79,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-07-01 13:39:57,今天 进货收了几只高配全新仪表台,文本,否
80,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-07-01 13:40:50,[捂脸][捂脸][捂脸],文本,否
81,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-07-01 13:42:10,很少了 气囊还行,文本,否
82,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-07-01 13:42:25,好的  知道了,文本,否
83,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-07-01 13:42:32,嗯,文本,否
84,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-08-18 13:39:24,忙线未接听,语音聊天,否
85,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-08-18 13:39:24,对方已取消,语音聊天,否
86,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-08-18 13:54:47,已取消,语音聊天,否
87,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-08-18 14:00:43,通话时长 05:01,语音聊天,否
88,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-08-18 14:19:29,一共 有 70对,文本,否
89,1,liudashuai77777,,A长春鑫鑫大帅～奥迪红旗奔腾,assets/session/DefaultAvatar.png,2021-08-18 14:19:40,我今天给你发那个物流,文本,否
90,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-08-18 14:20:33,好,文本,否
