id,way,sender,sendId,senderName,portrait,time,content,mediaType,isDelete
12,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-02-25 10:41:16,"{'title': '<msg><voicemsg endflag=""1"" length=""7834"" voicelength=""4344"" clientmsgid=""41663638626630336630393834633200161041022518217d77cc881100"" fromusername=""wxid_xj6uy2ft2h8l22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""577298133499642436"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\12.amr', 'attType': 'amr'}",音频,否
13,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-02-25 10:41:34,"{'title': '<msg><voicemsg endflag=""1"" voicelength=""1660"" voiceformat=""4"" fromusername=""wxid_m3qsj02x0caq21"" isPlayed=""1"" /> </msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\13.amr', 'attType': 'amr'}",音频,否
14,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-02-25 15:02:34,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""3a543a042a234458b75e97f10e43bffa"" encryver=""0"" cdnthumbaeskey=""3a543a042a234458b75e97f10e43bffa"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502049b72512a02045a920d430425617570696d675f393030326439373163663962383363655f313531393532313039363132360204010400020201000400"" cdnthumblength=""7813"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502049b72512a02045a920d430425617570696d675f393030326439373163663962383363655f313531393532313039363132360204010400020201000400"" length=""131156"" md5=""0345b927c7b54349b71247927d41f122"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\14.pic_thum', 'attType': 'pic_thum'}",图片,否
15,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-02-25 15:02:58,这个车的机滤，空滤空调滤价格,文本,否
16,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-02-25 15:03:15,马上,文本,否
17,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-02-25 15:07:45,这个车的机滤，15空滤20空调滤20价格,文本,否
18,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-06 15:45:13,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""206dd7ab83e34235b275881e9f5503fc"" encryver=""0"" cdnthumbaeskey=""206dd7ab83e34235b275881e9f5503fc"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f550204d972512a02045a9e3b180425617570696d675f396365356530306161393935383861355f313532303331393235373933390204010400020201000400"" cdnthumblength=""6375"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f550204d972512a02045a9e3b180425617570696d675f396365356530306161393935383861355f313532303331393235373933390204010400020201000400"" length=""101748"" md5=""1f754c598ed5fc9478523d7f573df0bc"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\18.pic_thum', 'attType': 'pic_thum'}",图片,否
19,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-06 15:45:47,没有大架号能查价格么？,文本,否
20,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-06 15:46:25,"{'title': '<msg><voicemsg endflag=""1"" voicelength=""3380"" voiceformat=""4"" fromusername=""wxid_m3qsj02x0caq21"" isPlayed=""0"" /> </msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\20.amr', 'attType': 'amr'}",音频,否
21,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-06 15:47:43,帕萨特,文本,否
22,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-06 15:47:55,好的,文本,否
23,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-15 10:35:31,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""5bcfa8aeca4f407e807233013a49278b"" encryver=""0"" cdnthumbaeskey=""5bcfa8aeca4f407e807233013a49278b"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502041773512a02045aa9dbbf0425617570696d675f396365356530306161393935383861355f313532313038313238303231370204010400020201000400"" cdnthumblength=""9219"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502041773512a02045aa9dbbf0425617570696d675f396365356530306161393935383861355f313532313038313238303231370204010400020201000400"" length=""200496"" md5=""97c977597cea6bcaab24e283d5763dc3"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\23.pic_thum', 'attType': 'pic_thum'}",图片,否
24,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-15 10:35:47,前杠的价格,文本,否
25,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-15 10:40:46,我看下,文本,否
26,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-15 10:50:15,原厂  550副厂350,文本,否
27,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 14:08:28,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""18512c8a0e654254bc19ec45ce3b1eef"" encryver=""0"" cdnthumbaeskey=""18512c8a0e654254bc19ec45ce3b1eef"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f550204e072512a02045aaf53dc0425617570696d675f393030326439373163663962383363655f313532313433393731303530380204010400020201000400"" cdnthumblength=""9351"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f550204e072512a02045aaf53dc0425617570696d675f393030326439373163663962383363655f313532313433393731303530380204010400020201000400"" length=""381530"" md5=""58636d29ce8fb211904c5e3909c0431b"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\27.pic_thum', 'attType': 'pic_thum'}",图片,否
28,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 14:08:35,中网,文本,否
29,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 14:08:44,价格,文本,否
30,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-19 14:08:47,我查下,文本,否
31,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 14:47:56,查到了吗,文本,否
32,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-19 14:49:43,德国的2600 高仿的750,文本,否
33,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:00:05,一会儿有东西送你那一起发汽车人吧！包一包啊！省12[呲牙],文本,否
34,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:00:15,要高仿的,文本,否
35,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:01:21,3.20的车啊！有些急,文本,否
36,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:01:51,电眼和中网，装一箱吧,文本,否
37,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-19 15:05:17,嗯,文本,否
38,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:45:12,"{'title': '<msg><voicemsg endflag=""1"" length=""6105"" voicelength=""3387"" clientmsgid=""41663638626630336630393834633200101545031918217d77c5ca2102"" fromusername=""wxid_xj6uy2ft2h8l22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""505244779007246853"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\38.amr', 'attType': 'amr'}",音频,否
39,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-19 15:45:50,"{'title': '<msg><voicemsg endflag=""1"" voicelength=""1780"" voiceformat=""4"" fromusername=""wxid_m3qsj02x0caq21"" isPlayed=""0"" /> </msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\39.amr', 'attType': 'amr'}",音频,否
40,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-19 15:46:46,"{'title': '<msg><img hdlength=""0"" length=""146342"" cdnbigimgurl="""" cdnmidimgurl=""304e0201000447304502010002049681979c02032f4f560204677ac2dc02045aaf6ae60420777869645f786a3675793266743268386c323234315f313532313434353630360204010400020201000400"" aeskey=""c5bcdd8c1d7e415eb29f373a3e3b1279"" cdnthumburl=""304e0201000447304502010002049681979c02032f4f560204677ac2dc02045aaf6ae60420777869645f786a3675793266743268386c323234315f313532313434353630360204010400020201000400"" cdnthumblength=""8110"" cdnthumbwidth=""68"" cdnthumbheight=""120"" cdnthumbaeskey=""c5bcdd8c1d7e415eb29f373a3e3b1279"" encryver=""1"" md5=""4c84fdf1bd9c3e0afb9d494dbce7e465""/><appinfo><appid></appid><appname></appname><version>0</version><isforceupdate>1</isforceupdate><mediatagname></mediatagname><messageext></messageext><messageaction></messageaction></appinfo></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\40.pic_thum', 'attType': 'pic_thum'}",图片,否
41,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-19 15:58:32,"{'title': '<msg><voicemsg endflag=""1"" length=""2506"" voicelength=""1317"" clientmsgid=""41663638626630336630393834633200321558031918217d77c9a2f100"" fromusername=""wxid_xj6uy2ft2h8l22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""218399478462808673"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\217d77c41d610689243c11dd1b5e013a\\41.amr', 'attType': 'amr'}",音频,否
42,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:30:36,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""faacf77730384eb787444d8dea9cec1e"" encryver=""0"" cdnthumbaeskey=""faacf77730384eb787444d8dea9cec1e"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502041173512a02045ab1c3cb0425617570696d675f393030326439373163663962383363655f313532313539393433393333360204010400020201000400"" cdnthumblength=""11801"" cdnthumbheight=""90"" cdnthumbwidth=""120"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502041173512a02045ab1c3cb0425617570696d675f393030326439373163663962383363655f313532313539393433393333360204010400020201000400"" length=""146304"" md5=""bdbd4172d89d43754c7cb7fe9b1b0f99"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\42.pic_thum', 'attType': 'pic_thum'}",图片,否
43,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:31:19,polo的轮毂盖要两个之前在你那订过,文本,否
44,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-21 10:31:27,嗯,文本,否
45,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:33:59,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""fe192ce89f124d90b524933dc453a28b"" encryver=""0"" cdnthumbaeskey=""fe192ce89f124d90b524933dc453a28b"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502041173512a02045ab1c4970425617570696d675f393030326439373163663962383363655f313532313539393634323930360204010400020201000400"" cdnthumblength=""8725"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502041173512a02045ab1c4970425617570696d675f393030326439373163663962383363655f313532313539393634323930360204010400020201000400"" length=""367985"" md5=""69b02faac1ab0146a3aa9825a024b202"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\45.pic_thum', 'attType': 'pic_thum'}",图片,否
46,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-21 10:34:14,嗯,文本,否
47,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:34:15,这个是代驾号,文本,否
48,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:34:58,还是55吧,文本,否
49,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-21 10:35:09,嗯,文本,否
50,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-21 10:35:56,好的，你给送收到A3-2048,文本,否
51,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-21 10:37:11,嗯,文本,否
52,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-22 08:31:35,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""3280c392a7ad43a7bc2a13ca6f224fc6"" encryver=""0"" cdnthumbaeskey=""3280c392a7ad43a7bc2a13ca6f224fc6"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502042373512a02045ab2f9670425617570696d675f393030326439373163663962383363655f313532313637383639383835380204010400020201000400"" cdnthumblength=""8930"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502042373512a02045ab2f9670425617570696d675f393030326439373163663962383363655f313532313637383639383835380204010400020201000400"" length=""355571"" md5=""9ec01706ec1ef13536aa7e408c56e28b"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\52.pic_thum', 'attType': 'pic_thum'}",图片,否
53,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-22 08:32:09,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""6d7e488715cd41e188d80f5d13a4665a"" encryver=""0"" cdnthumbaeskey=""6d7e488715cd41e188d80f5d13a4665a"" cdnthumburl=""3053020100044c304a0201000204bad60c0c02032f4f5502040f73512a02045ab2f8430425617570696d675f303531653465343835653661623330355f313532313637383430323539310204010400020201000400"" cdnthumblength=""3402"" cdnthumbheight=""100"" cdnthumbwidth=""100"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a0201000204bad60c0c02032f4f5502040f73512a02045ab2f8430425617570696d675f303531653465343835653661623330355f313532313637383430323539310204010400020201000400"" length=""51960"" md5=""c80736132a4edc816101a5f14f6eaab4"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\53.pic_thum', 'attType': 'pic_thum'}",图片,否
54,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-22 08:32:10,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""c25121eb69904f2d8a95bd6a1870e6e9"" encryver=""0"" cdnthumbaeskey=""c25121eb69904f2d8a95bd6a1870e6e9"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502042373512a02045ab2f98a0425617570696d675f393030326439373163663962383363655f313532313637383733333330390204010400020201000400"" cdnthumblength=""3291"" cdnthumbheight=""100"" cdnthumbwidth=""100"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502042373512a02045ab2f98a0425617570696d675f393030326439373163663962383363655f313532313637383733333330390204010400020201000400"" length=""31588"" md5=""e90e554f3be6f55a132d9fdeaba217b1"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\54.pic_thum', 'attType': 'pic_thum'}",图片,否
55,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-22 08:32:54,稍等下 一会,文本,否
56,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-22 08:33:02,拍照灯座,文本,否
57,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-22 09:11:55,25,文本,否
58,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-03-22 09:12:29,嗯嗯！发货通知你,文本,否
59,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-03-22 09:16:43,好,文本,否
60,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-04-02 16:35:14,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""1d7459a2acd84613b074534f76d6ce90"" encryver=""0"" cdnthumbaeskey=""1d7459a2acd84613b074534f76d6ce90"" cdnthumburl=""3053020100044c304a02010002042ad08d3102032f4f5502049f72512a02045ac1eb420425617570696d675f393030326439373163663962383363655f313532323635383131353330390204010400020201000400"" cdnthumblength=""8671"" cdnthumbheight=""120"" cdnthumbwidth=""68"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3053020100044c304a02010002042ad08d3102032f4f5502049f72512a02045ac1eb420425617570696d675f393030326439373163663962383363655f313532323635383131353330390204010400020201000400"" length=""345499"" md5=""88f8389af38ca8271e2b14e961ad7a8a"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\217d77c41d610689243c11dd1b5e013a\\60.pic_thum', 'attType': 'pic_thum'}",图片,否
61,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-04-02 16:35:34,左前门门锁价格,文本,否
62,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-04-02 16:35:42,马上,文本,否
63,1,wxid_xj6uy2ft2h8l22,,星月,assets/session/DefaultAvatar.png,2018-04-02 16:35:49,另外该对账了,文本,否
64,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2018-04-02 16:36:15,好的 我让会计加你微信 对吧,文本,否
