id,way,sender,sendId,senderName,portrait,time,content,mediaType,isDelete
22,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:46:22,"{'title': '<msg><voicemsg endflag=""1"" length=""17759"" voicelength=""10822"" clientmsgid=""41643736333661366237623961616300121446102421404c8f965d2104"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1301370954755998356"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\22.amr', 'attType': 'amr'}",音频,否
23,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:47:04,"{'title': '<msg><voicemsg voicelength=""9400"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\24.amr', 'attType': 'amr'}",音频,否
24,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:47:08,"{'title': '<msg><voicemsg endflag=""1"" length=""7952"" voicelength=""4699"" clientmsgid=""41643736333661366237623961616300041447102421404c8f9331f104"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""579877811226673774"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\25.amr', 'attType': 'amr'}",音频,否
25,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:47:29,"{'title': '<msg><voicemsg voicelength=""4540"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\26.amr', 'attType': 'amr'}",音频,否
26,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:47:38,"{'title': '<msg><voicemsg endflag=""1"" length=""20682"" voicelength=""11425"" clientmsgid=""41643736333661366237623961616300271447102421404c8f98aab102"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1517220639363891849"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\27.amr', 'attType': 'amr'}",音频,否
27,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:47:54,"{'title': '<msg><voicemsg endflag=""1"" length=""15900"" voicelength=""8660"" clientmsgid=""41643736333661366237623961616300451447102421404c8f9d261106"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1155054389784019563"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\28.amr', 'attType': 'amr'}",音频,否
28,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:48:14,"{'title': '<msg><voicemsg voicelength=""7600"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\29.amr', 'attType': 'amr'}",音频,否
29,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:48:42,"{'title': '<msg><voicemsg endflag=""1"" length=""10478"" voicelength=""6180"" clientmsgid=""41643736333661366237623961616300361448102421404c8f999f5104"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""793046302373249670"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\30.amr', 'attType': 'amr'}",音频,否
30,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:48:54,"{'title': '<msg><voicemsg voicelength=""7760"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\31.amr', 'attType': 'amr'}",音频,否
31,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:48:56,"{'title': '<msg><voicemsg endflag=""1"" length=""18863"" voicelength=""10801"" clientmsgid=""41643736333661366237623961616300461448102421404c8f9bf65105"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1369614158274757243"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\32.amr', 'attType': 'amr'}",音频,否
32,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:49:14,[抱拳][抱拳][抱拳],文本,否
33,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:49:25,"{'title': '<msg><voicemsg endflag=""1"" length=""15283"" voicelength=""8806"" clientmsgid=""41643736333661366237623961616300171449102421404c8f938aa104"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""1084740934721274506"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\34.amr', 'attType': 'amr'}",音频,否
34,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 14:49:33,"{'title': '<msg><voicemsg endflag=""1"" length=""7965"" voicelength=""5259"" clientmsgid=""41643736333661366237623961616300271449102421404c8f962c5103"" fromusername=""wxid_aos4cff0hbkd22"" downcount=""0"" cancelflag=""0"" voiceformat=""4"" forwardflag=""0"" bufid=""578256568442684055"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\35.amr', 'attType': 'amr'}",音频,否
35,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 14:49:46,"{'title': '<msg><voicemsg voicelength=""2040"" voiceformat=""4"" forwardflag=""0"" /></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Audio\\404c8f9e89eacfdc6a7fa672f45acb1d\\36.amr', 'attType': 'amr'}",音频,否
36,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 17:20:39,"{'title': '<?xml version=""1.0""?><br><msg><br>\t<img aeskey=""d0ea5bc234afde636d1bf5e526e9afca"" encryver=""0"" cdnthumbaeskey=""d0ea5bc234afde636d1bf5e526e9afca"" cdnthumburl=""307d0201000471306f0201000204126f90ea02034c4c6f0204b418c978020461752566044a617570696d675f393134316231393736656331373532625f313633353036373233393339345f33316433616163322d313938352d343164302d616464622d663464646632333639313232020401152a010201000405004c4c6f00"" cdnthumblength=""5981"" cdnthumbheight=""144"" cdnthumbwidth=""65"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""307d0201000471306f0201000204126f90ea02034c4c6f0204b418c978020461752566044a617570696d675f393134316231393736656331373532625f313633353036373233393339345f33316433616163322d313938352d343164302d616464622d663464646632333639313232020401152a010201000405004c4c6f00"" length=""1"" cdnbigimgurl=""307d0201000471306f0201000204126f90ea02034c4c6f0204b418c978020461752566044a617570696d675f393134316231393736656331373532625f313633353036373233393339345f33316433616163322d313938352d343164302d616464622d663464646632333639313232020401152a010201000405004c4c6f00"" hdlength=""1246106"" md5=""5c329244d53c19c48d34b16cec25eeb1"" hevc_mid_size=""40706"" /><br></msg>', 'attachment': 'data\\2024-丰电-723-J1手机\\CustomBcpStruct\\AppAttach\\WeiXin\\com.tencent.xin\\Documents\\c82df59395db05cf648b0c34979884f6\\Img\\404c8f9e89eacfdc6a7fa672f45acb1d\\37.pic_thum', 'attType': 'pic_thum'}",图片,否
37,1,dxf872768494,,鑫源顺达～途安全系13671081761,assets/session/DefaultAvatar.png,2021-10-24 17:20:51,"{'amount': '¥340.00', 'bottomText': '微信转账', 'dealStatus': '02', 'des': '', 'id': '100005000121102400053112340926279201', 'receiverAccount': 'wxid_m3qsj02x0caq21', 'receiverName': 'A 8080 奥迪', 'senderAccount': 'dxf872768494', 'senderName': '鑫源顺达～途安全系13671081761'}",转账,否
38,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 17:21:08,[抱拳][抱拳][抱拳],文本,否
39,2,wxid_m3qsj02x0caq21,wxid_m3qsj02x0caq21,A 8080 奥迪,assets/session/DefaultAvatar.png,2021-10-24 17:21:10,"{'amount': '￥340.00', 'bottomText': '微信转账', 'dealStatus': '03', 'des': '', 'id': '100005000121102400053112340926279201', 'receiverAccount': 'wxid_m3qsj02x0caq21', 'receiverName': 'A 8080 奥迪', 'senderAccount': 'dxf872768494', 'senderName': '鑫源顺达～途安全系13671081761'}",转账,否
